id	guid	telugu	roman	english	pronunciation	register	known_pct	new_words	island	rank	source	raw_rom	flags	notes	unlock_order	unlock_day
S0146	S59f12efe4574	ఇవి కార్లు.	ivi kārlu.	Change singular to plural: idi kāru.			50	kārlu			site	ivi kārlu.				
S0147	Sb6e62eea8228	అవి కార్లు.	avi kārlu.	Those are cars.			50	kārlu			site	avi kārlu.				
S0148	Sae8017c44341	ఇది తాజ్ మహల్. / అది తాజ్ మహల్.	idi tāj mahal. / adi tāj mahal.	"""This is the Taj Mahal / That is the Taj Mahal"""			43	tāj mahal tāj mahal			site	idi Tāj Mahal. / adi Tāj Mahal.		near i- vs distant a-		
S0149	Sa6e57abe7ecc		okaṭi (alone) / oka (before a noun) — which is how oka became article-like.	Which number has two forms, and why?			43	(alone) (before noun) which is how became article-like			site	okaṭi (alone) / oka (before a noun) — which is how oka became article-like.	long needs-script			
S0150	S24e793ab5d56	ఇది తాజ్ మహల్.	idi tāj mahal.	This is the Taj Mahal.			33	tāj mahal			site	idi Tāj Mahal.				
S0151	Sae3a1572704f	నేను	nēnu	I am			100			1	book1000	Nenu		also: I drank	1	1
S0152	S25afd7175ab8	నేనుఇచ్చాను	nēnu ichchānu	I gave			100			2	book1000	Nenu ichanu	respaced	also: I gave it	293	20
S0153	S4034e0d1f6bb	నువ్వువెళ్ళు	nuvvu veḷḷu	You go			100			3	book1000	Nuvvu vellu	respaced		76	6
S0154	S3bdaab149810	నేనుఎందుకు?	nēnu enduku?	Why me ?			100			5	book1000	Nenu enduku ?	respaced		47	4
S0155	S9295d6d36fd4	నేనుకూడా	nēnukūḍā	So am I			100			6	book1000	Nenu kuda			1	1
S0156	S5ce98a26e839	నేనువ్రాసాను	nēnuvrāsānu	I wrote			100			7	book1000	Nenu vrasanu				
S0157	S85803f492537	చెడుకాదు	cheḍu kādu	Not bad			100			9	book1000	Chedu kadu	respaced		427	29
S0158	Sf8a6e499e5b2	ఇంకా లేదు	inkā lēdu	Not yet			100			10	book1000	Inka ledu			86	6
S0159	S7179a1515178	పట్టుకోండి	paṭṭukōṇḍi	Hold on		respectful	100			12	book1000	Pattukondi				
S0160	S19667478fac0	దీనిని లాగుము/లాగండి	dīnini lāgumu/lāgaṇḍi	Pull it		respectful	100			15	book1000	Dinini lagumu / lagandi				
S0161	Sa0dab3ecef86	ಅದಿ ನನ	ಅದಿ ನನ	It's me			100			16	book1000	Adi nene				
S0162	Sdfac874a3503	లోపలికి రండి	lōpaliki raṇḍi	Come in		respectful	100			19	book1000	Lopalaki randi			79	6
S0163	S860c3579220a	వెనక్కి వెళ్ళండి	venakki veḷḷaṇḍi	Go back		respectful	100			20	book1000	Venakki vellandi				
S0164	Sfa9829b46c07	మేమువెళ్ళాము	mēmuveḷḷāmu	We went			100			22	book1000	Memu vellamu				
S0165	Se6d07c549d3b	వెళ్లిపోండి	veḷlipōṇḍi	Go away		respectful	100			23	book1000	Vellipondi			338	23
S0166	S9dfc7f09e16f	తీసుకోండి	tīsukōṇḍi	Take it		respectful	100			24	book1000	Teesukondi			72	5
S0167	S6c53027d0f52	అర్థమైందా?	arthamaindā?	Got it ?			100			25	book1000	Ardamainda ?				
S0168	Sd1dc14a1acbc	వెళాం	veḷāṁ	Let's go			100			26	book1000	Veldam			564	38
S0169	S825a76892636	నేనుతెరిచాను	nēnuterichānu	I opened			100			27	book1000	Nenu terichanu				
S0170	Se61bedbc53e0	నేనుఅలా చేసాను	nēnualā chēsānu	So did I			100			29	book1000	Nenu ala chesanu			34	3
S0171	S8ca5644820a4	ఇప్పుడే	ippuḍē	Just now			100			30	book1000	Ippude				
S0172	Sbd4f032fdbef	మీరుఇచ్చారు	mīruichchāru	You gave			100			31	book1000	Miru icharu				
S0173	S6cca8cb12889	వారుచూశారు	vāruchūśāru	They saw			100			32	book1000	Varu chusaru				
S0174	Sfbd85e1ab567	ఇది కాదు	idi kādu	Not this			100			35	book1000	Idi kadu			17	2
S0175	S6a1dc41cc2d8	త్వరగా	tvaragā	Hurry up			100			37	book1000	Tvaraga			60	4
S0176	S019393d52dd7	బయటకి వెళ్ళండి	bayaṭaki veḷḷaṇḍi	Step out		respectful	100			38	book1000	Bayataki vellandi			168	12
S0177	Se01eeecd4f30	ఆనందించండి	ānandinchaṇḍi	Have fun		respectful	100			39	book1000	Anandinchandi				
S0178	S6abc3834af21	నేనుచేసాను	nēnu chēsānu	I did it			100			40	book1000	Nenu chesanu	respaced		34	3
S0179	S66346a817983	ఇక్కడకూర్చోండి	ikkaḍakūrchōṇḍi	Sit here		respectful	100			41	book1000	Ikkada kurchondi				
S0180	Sb5ab98ac39d9	వేగంగా పరిగెత్తండి	vēgangā parigettaṇḍi	Run fast		respectful	100			42	book1000	Veganga parigethandi				
S0181	S9194becf6ca7	మరియుమీరు	mariyu mīru	And you ?			100			43	book1000	Mariyu miru	respaced		420	28
S0182	Sbb2ebd226253	దీన్నిఉపయోగించండి	dīnniupayōginchaṇḍi	Use this		respectful	100			44	book1000	Dinni upayoginchandi				
S0183	S5a50295b979f	నా అరోగ్యముబాగా లేదు	nā arōgyamubāgā lēdu	I'm sick			100			45	book1000	Na arogyamu baga ledu				
S0184	S9ad9ba9ad6f9	గుర్తు	gurtu	Remember			100			46	book1000	Gurtu			104	7
S0185	S2a6a060a19e5	నిశ్సబ్దంగాఉండండి	niśsabdangāuṇḍaṇḍi	Be quiet		respectful	100			47	book1000	Nishabdanga undandi				
S0186	S0a7362e9d4d9	నన్నునమ్మండి	nannunammaṇḍi	Trust me		respectful	100			48	book1000	Nannu nammandi				
S0187	Sb1e81e18957d	అయననడుస్తారు	ayananaḍustāru	He walks			100			50	book1000	Ayana nadustaru				
S0188	Sf1a1e4ce8419	శుభ్రంచేయండి	śubhranchēyaṇḍi	Clean it		respectful	100			51	book1000	Shubram cheyandi				
S0189	S395c5644f771	నిజంగా?	nijangā?	Really ?			100			52	book1000	Nijanga ?				
S0190	S10a2a6e76169	సిద్ధంగాఉండండి	siddhangāuṇḍaṇḍi	Be ready		respectful	100			53	book1000	Siddanga undandi				
S0191	S85667ed4972a	చాలా చెడ్డది	chālā cheḍḍadi	Too bad !			100			54	book1000	Chala cheddadi			297	20
S0192	Scc285ae84339	నేనుకాదు	nēnu kādu	I am not			100			55	book1000	Nenu kadu	respaced		17	2
S0193	Se5c8c6e08177	వదిలేయండి	vadilēyaṇḍi	Leave it		respectful	100			56	book1000	Vadileyandi				
S0194	Sf37cfe78373c	నిలబడండి !	nilabaḍaṇḍi !	Stand up !		respectful	100			58	book1000	Nilabadandi !				
S0195	Sfb853ea7830b	ఎవరుచెప్పారు?	evaru cheppāru?	Who said ?			100			61	book1000	Evaru chepparu ?	respaced		89	6
S0196	S12f238c80003	ఎవరువెళ్తారు?	evaruveḷtāru?	Who goes ?			100			62	book1000	Evaru veltaru ?		also: Who will go ?		
S0197	S452066d555d2	నేనుఇక్కడఉన్నాను	nēnuikkaḍaunnānu	Here I am			100			63	book1000	Nenu ikkada unnanu		also: I am here		
S0198	S904f3c035ce6	ఇక్కడ	ikkaḍa	Over here			100			65	book1000	Ikkada			21	2
S0199	S060e999eead3	ఇంటికి రండి	iṇṭiki raṇḍi	Come home		respectful	100			66	book1000	Intiki randi			188	13
S0200	Sbeccd38f8839	నేనుఅలిగాను	nēnualigānu	I am hurt			100			67	book1000	Nenu aliganu				
S0201	S0b2be2c4fab0	ఏడవకండి	ēḍavakaṇḍi	Don't cry		respectful	100			68	book1000	Edavakandi				
S0202	Sf40e7774cf57	ఇప్పుడేచేయండి	ippuḍēchēyaṇḍi	Do it now		respectful	100			69	book1000	Ippude cheyandi				
S0203	S7387624206fd	నేనుమాత్రమే	nēnu mātramē	I am only			100			71	book1000	Nenu matrame	respaced		197	14
S0204	S7fbcb0d55fb7	దూరంగా ఉండండి	dūrangā uṇḍaṇḍi	Stay away		respectful	100			72	book1000	Dooranga undandi				
S0205	S6554cd93ceba	ఇది సులభం	idi sulabhaṁ	It's easy			100			74	book1000	Idi sulabham			691	47
S0206	S1c6942339792	అది కష్టం	adi kaṣṭaṁ	It's hard			100			75	book1000	Adi kastam		also: It is difficult	195	13
S0207	S2d6f438ff5fe	త్వరగా రండి	tvaragā raṇḍi	Come soon		respectful	100			77	book1000	Tvaraga randi			61	5
S0208	Sb48ab1f1d56c	నన్నువెళ్లనివ్వండి	nannuveḷlanivvaṇḍi	Let me go		respectful	100			78	book1000	Nannu vellanivvandi				
S0209	S10bff5c5199a	ఎవరువచ్చారు	evaruvachchāru	Who came ?			100			79	book1000	Evaru vacharu				
S0210	S016078cc87d0	ఆవిడమాట్లాడారు	āviḍa māṭlāḍāru	She spoke			100			80	book1000	Ame matladaru	respaced		716	48
S0211	S5a37d14873e3	కొట్టకండి	koṭṭakaṇḍi	Don't hit		respectful	100			81	book1000	Kottakandi				
S0212	S20f1d5e16bd4	ఇక్కడచూడండి	ikkaḍa chūḍaṇḍi	Look here		respectful	100			83	book1000	Ikkada chudandi	respaced		57	4
S0213	S689017e6b73a	నెమ్మదిగా నడవండి	nemmadigā naḍavaṇḍi	Walk slowly		respectful	100			84	book1000	Nemmadiga nadavandi				
S0214	Se61e64a7c2c2	ఆయనని విడిచిపెట్టండి	āyanani viḍichipeṭṭaṇḍi	Leave him		respectful	100			85	book1000	Athadini vidichipettandi				
S0215	Se29795183d9b	అక్కడచూడండి	akkaḍa chūḍaṇḍi	See there		respectful	100			86	book1000	Akkada chudandi	respaced		57	4
S0216	Sc80b58280187	నేనుతప్పిపోయాను	nēnutappipōyānu	I am lost			100			87	book1000	Nenu tappipoyanu				
S0217	Sd25c95413085	వేగంతగ్గించండి	vēgantagginchaṇḍi	Slow down		respectful	100			94	book1000	Vegam tagginchandi				
S0218	Sa138fd7454cb	నాకుఎనిమిది సంవత్సరాలు	nāku enimidi saṁvatsarālu	I'm eight			100			95	book1000	Naku enimidi samvatsaralu	respaced			
S0219	Sf414011696ea	సాయంత్రం6:30 గంటలు	sāyantraṁ6:30 gaṇṭalu	It's 6:30 pm			100			96	book1000	Sayantram 6 : 30gantalu			152	11
S0220	S0e5d52ff1558	మర్చిపోండి	marchipōṇḍi	Forget it		respectful	100			97	book1000	Marchipondi			319	22
S0221	S979aa28352af	సిద్దంగాఉండండి	siddangāuṇḍaṇḍi	Get ready		respectful	100			102	book1000	Siddanga undandi				
S0222	S6ac31c77761c	చాలా బాగుంది	chālā bāgundi	Chala bagundi			100			103	book1000			also: Very nice !	23	2
S0223	Sd0dffc6a9e12	అలా ఉండనివ్వండి	alā uṇḍanivvaṇḍi	Let it be		respectful	100			104	book1000	Ala undanivvandi				
S0224	S9e47a0168716	అవునా లేదా	avunā lēdā	Yes or no ?			100			105	book1000	Avuna leda			273	19
S0225	S74e5e9f66771	శుభమధ్యాహ్నం	śubhamadhyāhnaṁ	Good noon !			100			106	book1000	Shubha madyahnam				
S0226	S13887c49d830	అయితే సరే	ayitē sarē	All right !			100			107	book1000	Ayithe sare			302	21
S0227	S9be4fa122755	చాలా మంచిది	chālā manchidi	Very good !			100			108	book1000	Chala manchidi			36	3
S0228	S2c20d3aa48f9	ఎవరికీ తెలుసు	evarikī telusu	Who knows ?			100			110	book1000	Evariki telusu			192	13
S0229	S83ce22b3c0b2	దేవునికి ధన్యవాదాలు	dēvuniki dhanyavādālu	Thank God !			100			111	book1000	Devuniki danyavadalu				
S0230	Sabbf6e0f1bd1	నేనుకూర్చోవచ్చా?	nēnukūrchōvachchā?	May I sit ?			100			112	book1000	Nenu kurchovacha		also: May I sit down ?		
S0231	S2e5a0c4b90ca	నేనుసిద్ధంగా ఉన్నాను	nēnu siddhangā unnānu	I am ready			100			113	book1000	Nenu siddanga unnanu	respaced		480	32
S0232	S28cea868a8cf		Manam matladukundam	let's talk			100			114	book1000	Manam matladukundam	needs-script			
S0233	Scc37bf6c218d	భోజనంచేసారా	bhōjananchēsārā	Had lunch ?			100			119	book1000	Bhojanam chesara				
S0234	S0f3e5a0c111b	దయచేసి కూర్చోండి	dayachēsi kūrchōṇḍi	Please sit		respectful	100			120	book1000	Dayachesi kurchondi			78	6
S0235	Sd4cd2a93a1f0	నేనువెళ్ళాలి	nēnuveḷḷāli	I gotta go			100			122	book1000	Nenu vellali		also: I have to go		
S0236	S96fc7b4be874	నేనువిసుగుచెందాను	nēnuvisuguchendānu	I am bored			100			123	book1000	Nenu visugu chendanu				
S0237	S7a0168a4860b	అవునుఅదే	avunu adē	Yes , it is			100			125	book1000	Avunu ade	respaced		380	26
S0238	S60cbe18054ca	ఏమిటి సంగతులు	ēmiṭi sangatulu	What's up ?			100			126	book1000	Emiti sangathulu				
S0239	S31b208c93309	రుచి చూడండి	ruchi chūḍaṇḍi	Just taste it		respectful	100			127	book1000	Ruchi chudandi			270	18
S0240	S90edf09b76e2	నేనువెళ్ళను	nēnu veḷḷanu	I don't go			100			135	book1000	Nenu vellanu	respaced	also: I shall not go	135	9
S0241	S4675eb7c480f	ఇదిగో	idigō	Here it is			100			136	book1000	Idigo			315	21
S0242	S47246e509891	అయనచేస్తారు	ayanachēstāru	He will do			100			137	book1000	Ayana chestaru				
S0243	S1858e1363367	నన్నుచుడండి	nannu chuḍaṇḍi	Look at me		respectful	100			138	book1000	Nannu chudandi	respaced		258	18
S0244	S3dd91a142886	మీరువెళ్ళవచ్చు	mīruveḷḷavachchu	You may go			100			139	book1000	Miru vellavachu				
S0245	Sf05497b3ee9a	నాకుఆమె ఇష్టము	nākuāme iṣṭamu	I like her			100			141	book1000	Naku ame istamu			110	8
S0246	S84657729e0a3	నేనుఒంటరిగా ఉన్నాను	nēnuoṇṭarigā unnānu	I'm single			100			142	book1000	Nenu ontariga unnanu				
S0247	Sa17894e8b4a6	నాకుగుర్తుంది	nākugurtundi	I remember			100			143	book1000	Naku gurtundi				
S0248	See31287e8624	నేనుఅలసిపోయాను	nēnu alasipōyānu	I am tired			100			144	book1000	Nenu alasipoyanu	respaced		113	8
S0249	S4eeee91e58fd	నేనుభేషుగ్గా ఉన్నాను	nēnubhēṣuggā unnānu	I am great			100			145	book1000	Nenu beshugga unnanu				
