legacy	rom
ºËÏ Ò$§æþ ç³#çÜ¢Mæü… MæüË… E¯é²Æÿ$$.	balla mīda pustakaṁ kalaṁ unnāyi.
Ððþ*çßý¯Œþ Vø´ëÌŒý õÜ²íßý™èþ$Ë$.	mōhan gōpal snēhitulu.
G{ÆæÿÑ	erravi
ò³§æþª ^ðþr$t	pedda ceṭṭu
ò³§æþª¨	peddadi
AÑ ò³§æþª ç³#çÜ¢M>Ë$.	avi pedda pustakālu.
B ç³#çÜ¢M>Ë$ ò³§æþªÑ	ā pustakālu peddavi.
C¨ ™ðþËÏ çÜ…`.	idi tella saṁcī.
D çÜ…` ™ðþËÏ¨.	ī saṁcī telladi.
A¨ Ðèþ$ÌñýÏ^ðþr$t.	adi malle ceṭṭu.
B ^ðþr$t Ðèþ$ÌñýÏ¨.	ā ceṭṭu malledi.
C¨ ÆæÿÑ MæüË….	idi ravi kalaṁ.
D MæüË… ÆæÿÑ¨.	ī kalaṁ ravidi.
C¨ Ðèþ$…_ MæüË….	idi maṁci kalaṁ.
D MæüË… Ðèþ$…_¨.	ī kalaṁ maṁcidi.
C¨ ò³§æþª Væü¨.	idi pedda gadi.
D Væü¨ ò³§æþª¨.	ī gadi peddadi.
C¨ f´ë¯Œþ MæüË….	idi japān kalaṁ.
D MæüË… f´ë¯Œþ¨.	ī kalaṁ japāndi.
C¨ Æðÿ…yø MæüË….	idi reṁḍō kalaṁ.
D MæüË… Æðÿ…yø¨.	ī kalaṁ reṁḍōdi.
Ðèþ$ÌñýÏ ^ðþr$t	malle ceṭṭu
Ðèþ$ÌñýÏ¨	malledi
CÑ Æðÿ…yæþ$ Mæü$MæüPË$	ivi reṁḍu kukkalu.
D Mæü$MæüPË$ Æðÿ…yæþ$Ñ.	ī kukkalu reṁḍuvi.
E…¨	uṁdi
E¯èþ²¨	unnadi
E…¨	uṁdi
E¯èþ²¨	unnadi
CMæü/C…Mæü	ika/iṁka
CMæü ´ëuæÿ… Ñ¯èþ$/ C…Mæü ´ëuæÿ… Ñ¯èþ$.	ika pāṭhaṁ vinu/ iṁka pāṭhaṁ vinu.
CMæü/C…Mæü ´ëuæÿ… ^ðþç³µ…yìþ.	ika/ iṁka pāṭhaṁ ceppaṁḍi.
Aº¾!	abba!
^ðþç³š	ceppu
´ëuæÿ…	pāṭhaṁ
´ëuæÿ…	pāṭhaṁ ceppaṁḍi
& K	-ō
&HÐðþ*	-ēmō
HÐðþ*	ēmō
& K	-ō
A¨ GMæüPyæþ E…¨?	adi ekkaḍa uṁdi?
A¨ GMæüPyæþ E…§ø? (E…¨ + K)	adi ekkaḍa uṁdō?
A™èþ¯èþ$ GÐèþÆæÿ$?	atanu evaru?
&HÐðþ*	-ēmō
HÐðþ*	ēmō
MæüË… GMæüPyæþ E…¨?	kalaṁ ekkaḍa uṁdi?
HÐðþ*!	ēmō
A™èþ¯èþ$ GÐèþÆæÿ$?	atanu evaru?
HÐðþ*!	ēmō
HÐðþ*!	) ēmō
M>§æþ$	kādu
Ìôý§æþ$	lēdu
M>§æþ$	kādu
C¨ ç³#çÜ¢Mæü….	idi pustakaṁ.
C¨ ç³#çÜ¢Mæü… M>§æþ$.	idi pustakaṁ kādu.
C¨ ç³#çÜ¢MæüÐèþ*?.	idi pustakaṁā?
C¨ ç³#çÜ¢Mæü… M>§æþ$.	idi pustakaṁ kādu.
M>§æþ$	kādu
CMæüPyæþ ± MæüË… E…¨.	ikkaḍa nī kalaṁ uṁdi.
CMæüPyæþ M>§æþ$; AMæüPyæþ E…¨.	ikkaḍa kādu; akkaḍa uṁdi.
E…¨	uṁdi,
CMæüPyæþ	ikkaḍa
CMæüPyæþ ÆæÿÑ MæüË… E…¨.	ikkaḍa ravi kalaṁ uṁdi.
ÆæÿÑ MæüË… M>§æþ$; ¯é MæüË… E…¨.	ravi kalaṁ kādu; nā kalaṁ uṁdi.
ÆæÿÑ MæüË…	ravi kalaṁ
Ìôý§æþ$	lēdu
E…¨	uṁdi
¯óþ¯èþ$ °¯èþ² AMæüPyæþ E¯é²¯èþ$.	nēnu ninna akkaḍa unnānu.
Ðóþ$… Ððþ$$¯èþ² AMæüPyæþ Ìôý….	mēṁ monna akkaḍa lēṁ.
E	u
^èþ§æþ$Ðèþ#	caduvu
Ððþ™èþ$Mæü$	vetuku
^èþ§æþ$Ðèþ#!	caduvu!
Ððþ™èþ$Mæü$!	vetuku!
A…yìþ	aṁḍi
AMæü$	aku
AMæü…yìþ	akaṁḍi
E  A	u   a
B	a   ā
B	ā
FâZå	ūḷḷō
C…sZÏ	iṁṭlō
Mæü$Èa¯é	kurcīnā
¯érMæü… G°² Væü…rËMæü$?	nāṭakaṁ enni gaṁṭalaku?
¯óþ¯èþ$ BÆæÿ$ Væü…rËMæü$ C…sZÏ¯óþ E¯é²¯èþ$	nēnu āru gaṁṭalaku iṁṭlōnē unnānu.
Æ>	rā
Ððþâæý$å	veḷḷu
fÆæÿ$Væü$	jarugu
&¯èþ	-na
™éÈMæü$	tārīku
Æøk	rōju
ç³MæüP¯èþ	pakkana
™éÈMæü$	ārō tārīkuna.
B Æøk¯èþþ	ā rōjuna.
»êV>	bāgā
^éÌê	cālā
»êV>	bāgā caduvu.
&H	-ē
Ðéyæþ$ C…sZÏ¯óþ E¯é²yæþ$.	vāḍu iṁṭlōnē unnāḍu.
MæüË… ò³sñýtÌZ¯óþ E…¨.	kalaṁ peṭṭelōnē uṁdi.
ÄŒý$	y
J K	u ū o ō
ÐŒþ	v
ÄŒý$  ÐŒþ	y v
MæüË… ò³sñýtÌZ¯óþ E…¨/Ðèþ#…¨.	kalaṁ peṭṭelōnē uṁdi/vuṁdi
Ðéyæþ$ C…sZÏ¯óþ/Æÿ$$…sZÏ¯óþ E¯é²yæþ$.	vāḍu iṁṭlōnē/yiṁṭlōnē unnāḍu.
K	ō
K ´ë´ë!	ō pāpā!
M>ÐéÍ	kāvāli
&Mæü$/&Mìü	-ku/ -ki
¯éMæü$      MæüË…    M>ÐéÍ.	nāku     kalaṁ    kāvāli.
¯éMæü$ Ðèþ$…_±âæý$å	nāku maṁcinīḷḷu
M>ÐéÍ.	kāvāli.
J§æþ$ª	oddu
M>ÐéÍ	kāvāli
J§æþ$ª	oddu
M>ÐéÍ	kāvāli
J§æþ$ª	oddu
E¯é²¯èþ$	unnānu,
E¯é²Ðèþ#	unnāṁ,
E¯é²Ðèþ#	unnāvu,
E¯é²Ææÿ$	unnāru,
E¯é²yæþ$	unnāḍu,  uṁdi
¯éMæü$ HÒ$ J§æþ$ª.	nāku ēmī oddu.
M>ÏçÜ$ÌZ GÐèþÆæÿ* ÌôýÆæÿ$.	klāsulō evarū lēru.
AMæüPyæþ HÒ$ Ìôý§æþ$.	akkaḍa ēmī lēdu.
ÆæÿÑMìü HÒ$ J§æþ$ª.	raviki ēmī oddu.
AMæüPyæþ GÐèþÆæÿ* ÌôýÆæÿ$.	akkaḍa evarū lēru.
± MæüË… D Væü¨ÌZ GMæüPyé Ìôý§æþ$.	nī kalaṁ ī gadilō ekkaḍā lēdu.
HÒ$	ēmī
H…	ēṁ
HÑ$sìý	ēmiṭi
HÑ$sìý	ēmiṭi
H…	ēṁ
H…	adi ēmiti?
H…	ēmī lēdu.
H…	ēṁ
&V>	gā
Ðóþyìþ	vēḍi
ÐóþyìþV>	vēḍigā
™ðþËÏ	tella
™ðþËÏV>	tellagā
G{Ææÿ	erra
G{ÆæÿV>	erragā
^èþÍ	cali
^èþÍV>	caligā
^èþËÏV>	callagā
&V>	gā
^èþËÏ	calla
^èþËÏ	calla
^èþËÏ°	callani
^èþËÏ°	callani kāfī
^èþËÏ°	ī kāfī callagā uṁdi.
±âæý$å	nīḷḷu
´ëË$	pālu
AMæüPyæþ Ðèþ$…_±âæý$å E¯é²Æÿ$$.	akkaḍa maṁcinīḷḷu unnāyi.
íÜÓÑ$…VŠüç³NÌZÏ ±âæý$å ÌôýÐèþ# ÝëÆŠÿ!.	swimiṁg pūllō nīḷḷu lēvu sār!.
D ïÜÝëÌZ ´ëË$ E¯é²Æÿ$$.	ī sīsālō pālu unnāyi.
AMæüPÆóÿÏ§æþ$	akkarlēdu
M>ÐéÍ	kāvāli
J§æþ$ª	oddu
AMæüPÆóÿÏ§æþ$	akkarlēdu
M>ÐéÍ	kāvāli
J§æþ$ª	oddu
M>ÐéÍ	kāvāli
AMæüPÆóÿÏ§æþ$	akkarlēdu
MæüÐèþ$ËMæü$ fÓÆæÿ… Ìôý§æþ$; BÐðþ$Mæü$ Ðèþ$…§æþ$ AMæüPÆóÿÏ§æþ$.	kamalaku jvaraṁ lēdu; āmeku maṁdu akkarlēdu.
¯éMæü$ fÓÆæÿ…; Ðèþ$…§æþ$ M>ÐéÍ.  M>° ^óþ§æþ$ Ðèþ$…§æþ$ AMæüPÆóÿÏ§æþ$.	nāku jvaraṁ; maṁdu kāvāli.  kāni cēdu maṁdu akkarlēdu.
^éË$	cālu
^éË§æþ$	cāladu
^éËÐèþ#	cālavu
^éË$	cālu
¯éMæü$ JMæü ò³çÜÆæÿr$t ^éË§æþ$.	nāku oka pesaraṭṭu cāladu.
¯éMæü$ Ðèþ…§æþ Ææÿ*´ëÄæý$Ë$ ^éËÐèþ#.	nāku vaṁda rūpayalu cālavu.
M>ÐéÍ	kāvāli,  oddu,
AMæüPÆóÿÏ§æþ$	akkarlēdu,
^éË$	cālu
^éË$	cālu
^éË§æþ$	cāladu
^éËÐèþ#	cālavu
C…™èþ	iṁta
A…™èþ	aṁta
G…™èþ	eṁta
»êV>	bāgā
»êVæü$&	bāgu-
»êVæü$&	bāgu-
»êVæü$…¨	bāguṁdi
»êV>	bāgā
E…¨.	bāgā unnāḍu.
E¯é²yæþ$.	bāgā lēdu.
Ìôý§æþ$.	bāgā caduvu.
&H	-ē
»êV>	bāgā
G…™èþ	eṁta
»êV>	ṭikkeṭṭu eṁta?
sìýMðüPr$t  G…™èþ?	eṁta dūraṁ?
sìýMðüPr$t  G…™èþ?	kharīdu eṁta?
QÈ§æþ$ G…™èþ?	eṁta?
G…™èþ	eṁta
sìýMðüPr$t	ṭikkeṭṭu
sìýMðüPr$t	-niṁci/-nuṁci
&°…_	-niṁci
&¯èþ$…_	-nuṁci
&¯èþ$…yìþ	-nuṇḍi
Ððþ$OçÜ*Ææÿ$ °…_ Ò$ FÇMìü G…™èþ §æþ*Ææÿ…?	maisūru niṁci mī ūriki eṁta dūraṁ.
Ðèþ* FÇ°…_ Ððþ$OçÜ*Ææÿ$Mæü$ JMæü Æøk {ç³Äæý*×ý….	mā ūriniṁci maisūruku oka rōju prayāṇaṁ.
&Mæü$/&Mìü	-ku/-ki
¯éMæü$ D M>ïœ »êV>Ìôý§æþ$.	nāku ī kāfī bāgālēdu.
ÆæÿÑMìü sîý »êVæü$…¨.	raviki ṭī bāguṁdi.
A™èþ°Mìü M>ïœ AËÐér$.	ataniki kāfī alavāṭu.
Ððþ$OçÜ*Ææÿ$ °…_ Ò$ FÇMìü G…™èþ §æþ*Ææÿ…?	maisūru niṁci mī ūriki eṁta dūraṁ.
CMæüP×ìý~…_ Ò$ FÇMìü/FÆæÿ$ G…™èþ §æþ*Ææÿ…?	ikkaṇṇiṁci mī ūriki/ūru eṁta dūraṁ.
¯éMæü$ ´ëË$ ¡çÜ$Mæü$Æ>.	nāku pālu tīsukurā.
ÆæÿÑMìü JMæü MæüË… ¡çÜ$Mæü$Æ>.	raviki oka kalaṁ tīsukurā.
üÆ>{†	rātri
üÆ>{†âæý$å	rātriḷḷu.
üFÆæÿ$	ūru
üFÇ	ūri.
üCMæüPyæþ	ikkaḍa  ,
AMæüPyæþ	akkaḍa
GMæüPyæþ	ekkaḍa
CMæüPyìþ	ikkaḍi,
AMæüPyìþ	akkaḍi
GMæüPyìþ	ekkaḍi
&H…	-ēṁ
&H…	-ēṁ
HÐèþ$Ðèþ*Ã	ēmammā
HÐèþ$Äæý*Å	ēmayyā
HÐèþ$…yîþ	ēmaṁḍī
&AÄæý*Å	-ayyā
&AÐèþ*Ã	-ammā
&A…yîþ	aṁḍī
&AÐèþ*Ã	-ammā
&AÄæý*Å	-ayyā
&AÐèþ*Ã	-ammā
&AÄæý*Å	-ayyā
&A…yîþ	aṁḍī
&A…yîþ	-ammā
&AÄæý*Å	-ayyā
&AÐèþ*Ã	-ammā
&AÄæý*Å	nī pērēmiṭammā?
ü&AÄæý*Å	-ayyā
B	ā
¯Œþ	n
&AÐèþ*Ã	-
C§óþ + AÄæý*Å = C§óþ¯èþÄæý*Å	ammā
&A…yîþ	aṁḍī
Ðèþ…§æþ	vaṁda
ÐðþÆÿ$$Å	veyyi
Ðèþ…§æþ	vaṁda
¯èþ*Ææÿ$	nūru
¯èþ*Ææÿ$	vaṁda/nūru pustakālu
¯èþ*r&	nūṭa-
¯èþ*r Ðèþ$$ò³Oü¹Æðÿ…yæþ$ ¯èþ*r Hyæþ$	nūṭa mupphaireṁḍu
¯èþ*r ¯èþË¿ñýOÐèþ$*yæþ$ ¯èþ*r ç³¯ðþ²…yæþ$	nūṭa nalabhaimūḍu
¯èþ*r Äæý*¿ñýO¯éË$Væü$ ¯èþ*r ç³…«§öÑ$Ã¨	nūṭa yābhainālugu
¯èþ*r ç³«§é²Ë$Væü$	nūṭa paṁdhommidi
¯èþ*r G¯èþ¿ñýOHyæþ$ ¯èþ*r AÆæÿÐðþO	nūṭa enabhaiēḍu
¯èþ*r ™ö…¿ñýOG°Ñ$¨ ¯èþ*r yðþ»ñýOüÂ	nūṭa toṁbhaienimidi
¯èþ*r yðþ»ñýOüÂBÆæÿ$	nūṭa ḍebbhaiāru
¯èþ*r ™ö…¿ñýO™öÑ$Ã¨	nūṭa toṁbhaitommidi
Ðèþ…§æþ	vaṁda
A	a
Ðèþ…§æþË$	vaṁdalu
Ðèþ…§æþË	vaṁdala
Ðèþ…§æþË	reṁḍu vaṁdala mūḍu
Ðèþ…§æþË	reṁḍu vaṁdala mupphai
Ðèþ…§æþË	reṁḍu vaṁdala mupphaitommidi
ÐðþÆÿ$$Å	veyyi
&V>°	-gāni
¯éMæü$ M>ïœ V>° sîý V>° ^éË$.	nāku kāfī gāni ṭī gāni cālu.
yŠþ²	ḍn.
JMæüyìþ + ° = JMæü×ìý~/JMæüyìþ²	okaṇṇi/okaḍni
GMæüPyìþ + °…_ = GMæüP×ìý~…_/GMæüPyìþ²…_	ekkaṇṇiṁci/ekkaḍniṁci
AMæüPyìþ + °…_ = AMæüP×ìý~…_/AMæüPyìþ²…_	akkaṇṇiṁci/akkaḍniṁci
¯óþ¯èþ$ Ðèþ$…_Ðé×ìý~/Ðèþ$…_Ðéyìþ²	nēnu maṁci vāṇṇi/maṁcivāḍni
×Šý~	ṇṇ
V>Í	gāli
G…™èþ   ^ðþr$tMæü$    A…™èþ     V>Í	eṁta    ceṭṭuku    aṁta      gāli
Væü*yé	gūḍā
Mæü*yé	kūḍā
Væü*yé	gūḍā
Mæü*yé	kūḍā
D ò³sñýtÌZ HÐèþ$$…§ø ^èþ*yæþ$.	ī peṭṭelō ēmuṁdō cūḍu.
ÐéÆæÿ$ GÐèþÆø ^èþ*yæþ$.	vāru evarō cūḍu.
± õ³ÆóÿÑ$sZ ^ðþç³š.	nī pērēmiṭō ceppu.
yðþOÈ Ý÷Ææÿ$Væü$ÌZ E…§óþÐðþ* ^èþ*yæþ$	ḍairī sorugulō uṁdēmō cūḍu.
&-K	-ō
&HÐðþ*	-ēmō
A¨ GMæüPyæþ$…§ø!	adi ekkaḍuṁdō!
A™èþ¯èþ$ GÐèþÆø!	atanu evarō!
A¨ AMæüPyæþ E…§óþÐðþ*	adi akkaḍa uṁdēmō!
&-K	-ō
&HÐðþ*	-ēmō
D ò³sñýtÌZ HÐèþ$$…¨ &K &^èþ*yæþ$	ī peṭṭelō ēmuṁdi -ō -cūḍu
D ò³sñýtÌZ HÐèþ$$…§ø ^èþ*yæþ$.	ī peṭṭelō ēmundō cūḍu.
± õ³ÆóÿÑ$sìý &K &^ðþç³š	nī pērēmiṭi -ō -ceppu
± õ³ÆóÿÑ$sZ ^ðþç³š.	nī pērēmiṭō ceppu.
yðþOÈ Ý÷Ææÿ$Væü$ÌZ E…¨ &HÐðþ* &^èþ*yæþ$	ḍairī sorugulō uṁdi -ēmō -cūḍu
yðþOÈ Ý÷Ææÿ$Væü$ÌZ E…§óþÐðþ* ^èþ*yæþ$.	ḍairī sorugulō uṁdēmō cūḍu.
D ò³sñýtÌZ HÐèþ$$…§ø ^èþ*yæþ$.	ī peṭṭelō ēmuṁdō cūḍu.
^èþ*yæþ$ D ò³sñýtÌZ HÐèþ$$…§ø!	cūḍu ī peṭṭelō ēmuṁdō.
ÐéÆæÿ$ GÐèþÆø ^èþ*yæþ$.	vāru evarō cūḍu.
^èþ*yæþ$ ÐéÆæÿ$ GÐèþÆø!	cūḍu vāru evarō.
± õ³Æóÿ-Ñ$sZ ^ðþç³š.	nī pērēmiṭō ceppu.
^ðþç³š ± õ³Æóÿ-Ñ$-sZ!	ceppu nī pērēmiṭō.
Ý÷Ææÿ$-Væü$ÌZ E…§óþÐðþ* ^èþ*yæþ$.	sorugulō uṁdemō cūḍu.
^èþ*yæþ$ Ý÷Ææÿ$-Væü$ÌZ E…§óþ-Ððþ*!	cūḍu
C	i
†¯èþ$	tinu
†¯èþ…-yìþ	tinaṁḍi
-†-¯èþMæü$	tinaku
-†-¯èþ-Mæü…-yìþ	tinakaṁḍi
ºÄæý$-Ìôýª-Ææÿ$ ºÄæý$-Ìôýª-Ææÿ…-yìþ -º-Äæý$-Ìôýª-Ææÿ-Mæü$ -º-Äæý$-Ìôýª-Ææÿ-Mæü…-yìþ	bayaldēru bayaldēraṁḍi bayaldēraku bayaldērakaṁḍi
ò³r$t	peṭṭu
-ò³-rt…-yìþ	peṭṭaṁḍi
-ò³-rt-Mæü$	peṭṭaku
-ò³-rt-Mæü…-yìþ	peṭṭakaṁḍi
WÆÿ$$Å	giyyi
W-Äæý$Å…-yìþ	giyyaṁḍi giyyaku
-W-Äæý$Å-Mæü…-yìþ	giyyakaṁḍi
Æ>Æÿ$$	rāyi
-Æ>-Äæý$…-yìþ	rāyaṁḍi
-Æ>-Äæý$-Mæü$	rāyaku
-Æ>-Äæý$-Mæü…-yìþ	rāyakaṁḍi
´÷Æÿ$$Å	poyyi
-´÷-Äæý$Å…-yìþ -´÷-Äæý$Å-Mæü$	poyyaṁḍi poyyaku
-´÷-Äæý$Å-Mæü…-yìþ	poyyakaṁḍi
MöÆÿ$$Å	koyyi
-Mö-Äæý$Å…-yìþ -Mö-Äæý$Å-Mæü$	koyyaṁḍi koyyaku
-Mö-Äæý$Å-Mæü…-yìþ	koyykaṁḍi
&H	-ē
Cç³šyæþ$ I§æþ$¯èþ²Ææÿ.	ippuḍu aidunnara.
Cç³šyæþ$ I§æþ$¯èþ²Æóÿ!	ippuḍu aidunnarē
ÆæÿÐèþ$ AMæüPyæþ E…¨.	rama akkaḍa uṁdi.
ÆæÿÐóþ$ AMæüPyæþ E…¨.	ramē akkaḍa uṁdi.
ÆæÿÐèþ$ AMæüPyóþ E…¨.	rama akkaḍē uṁdi
™ö…§æþÆæÿV>	toṁdaragā
&V>	-gā
Ððþ$$MæüPËMæü$ ±âæý$å ´÷Æÿ$$Å.	mokkalaku (plants-to) nīḷḷu (water) poyyi (pour!)
Ððþ$$MæüPË$	mokkalu
BÄæý$¯èþ	āyana
D ¼òÜPr$t ÆæÿÑMìü.	ī biskeṭṭu raviki.
C¨ GÐèþ-ÇMìü?	īdi evariki?
¯éMæü$ BMæüÍ Ìôý§æþ$.	nāku ākali lēdu.
BÆæÿ$¯èþ²ÆæÿMæü$ ¯érMæü… E…¨.	ārunnaraku nāṭakaṁ uṁdi.
&Mæü$/&Mìü	-ku/-ki
&Mæü$/&Mìü	daggari
§æþVæüY-Ç	daggari
Ææÿ	daggara.
ÆæÿÑ  ¯óþ¯èþ$	ravi nēnu
B ^ðþr$t	ā ceṭṭu
§æþVæüY-Ç	daggari
§æþVæüY-Ç	daggari
çÜ*PË$ §æþVæüYÇMìü Ððþâæý$Ï.	skūlu daggariki veḷḷu.
çÜ*PË$Mæü$ Ððþâæý$Ï.	skūluku veḷḷu.
çÜ*PË$	skūlu
§æþVæüYÇ	daggari
§æþVæüYÇ	daggari
&ÐéÍ	-āli/-vāli
¯óþ¯èþ$ CÐóþÓâæý ÆæÿÑ° ^èþ*yéÍ.ü	nēnu ivvēḷa ravini cūḍāli.
A™èþ¯èþ$ D ç³#çÜ¢Mæü… ¡çÜ$MøÐéÍ.	atanu ī pustakaṁ tīsukōvāli.
&ÐéÍ	-vāli
&BÍ	-āli
&¯èþ$/&°ü	-nu/-ni
¯óþ¯èþ$ Ðèþ*çÙt-Ææÿ$V>Ç° ^èþ*yéÍ.	nēnu māṣṭārugārini cūḍāli.
¯èþ$Ðèþ#Ó BÐðþ$¯èþ$ ^èþ*yæþ$.	nuvvu āmenu cūḍu.
&°	-ni
&C &D	-i
&¯èþ$	ī
&¯èþ$	-nu
-&Mæü$/&Mìü	-ku/ki
ç³#çÜ¢Mæü… ^èþ§æþ$Ðèþ#/¡çÜ$Mæü$Æ>!	pustakaṁ caduvu/tīsukurā.
BÄæý$¯èþ¯èþ$/BÐðþ$¯èþ$ ^èþ*yæþ$!	āyananu/āmenu cūḍu.
B Mæü$MæüP¯èþ$ Mö¯èþ$!	ā kukkanu konu.
¯óþ¯èþ$ ÆæÿÑ° ^èþ*yéÍ.	nēnu ravini cūḍāli.
¯èþ$Ðèþ#Ó ÑfÄæý$¯èþ$ AyæþV>Í.	nuvvu vijayanu aḍagāli.
Ðéyæþ$ í³ÍÏ° ¡çÜ$Mæü$´ùÐéÍ.	vāḍu pillini tīsukupōvāli .
A™èþ¯èþ$ A¯èþ²… †¯éÍ.	atanu annaṁ tināli.
õ³Ææÿ$	-pēru
¯óþ¯èþ$	nēnu
¯èþ¯èþ$²	nannu
¯èþ¯èþ$² HÒ$ AyæþVæüMæü$.	nannu ēmī aḍagaku.
HÒ$ ^èþ*yæþMæü$.	ēmī cūḍaku.
&™ø	-tō
¯èþ$Ðèþ#Ó ÆæÿÑV>Ç™ø Ðèþ*sêÏyéÍ.	nuvvu ravigāritō māṭlāḍāli.
Ðéyæþ$ ¯é™ø Æ>ÐéÍ.	vāḍu nātō rāvāli.
A	a
ç³§æþ	pada
ç³§æþ!	pada!
ç³§æþ…yìþ!	padaṁḍi!
ÒË$Ìôý§æþ$.	vīlulēdu
ÒË$Ìôý§æþ$.	vīlu uṁdi
yæþº$¾Ë$	ḍabbulu
§æþVæüYÆæÿ	daggara
1. çßýÇMìü í³ËÏË$ E¯é²Ææÿ$.	hariki pillalu unnāru.
2. çßýÇMìü õÜ²íßý™èþ$Ë$ E¯é²Ææÿ$.	hariki snēhitulu unnāru.
3. çßýÇMìü CË$Ï E…¨.	hariki illu uṁdi.
4. çßýÇMìü E§øÅVæü… E…¨.	hariki udyōgaṁ uṁdi
5. çßýÇMìü ^èþ§æþ$Ðèþ# E…¨.	hariki caduvu uṁdi
6. çßýÇ §æþVæüYÆæÿ ç³#çÜ¢Mæü… E…¨.	hari daggara pustakaṁ uṁdi
7. çßýÇ §æþVæüYÆæÿ ò³sñýt E…¨.	hari daggara peṭṭe uṁdi.
8. çßýÇ §æþVæüYÆæÿ Câæý$å E¯é²Æÿ$$.ý	hari daggara iḷḷu unnāyi.
9. çßýÇ §æþVæüYÆæÿ E§øÅV>Ë$ E¯é²Æÿ$$.	hari daggara udyōgālu unnāyi.
¯éMæü$ ÒË$ Ìôý§æþ$.	nāku vīlu lēdu.
¯éMæü$ ç³° E…¨.	nāku pani uṁdi.
Mæü*yé	kūḍā
± ^èþ´ë¡Ë$ JMæüsìý Mæü*yé ¯éMæü$ AMæüPÆóÿÏ§æþ$.	nī capātīlu okaṭi kūḍā nāku akkarlēdu.
Mæü*yé	kūḍā
Mæü*yé	kūḍā
¯éMæü$ JMæü ^èþ´ë¡ Mæü*yé AMæüPÆóÿÏ§æþ$.	nāku oka capātī kūḍā akkarlēdu.
AMæüPyæþ JMæüyæþ$ Mæü*yé Ìôýyæþ$.	akkaḍa okaḍu kūḍā lēḍu.
íÜ°Ðèþ* àÌZÏ ç³¨Ðèþ$…¨ Mæü*yé ÌôýÆæÿ$.	sinimā hāllō padimaṁdi kūdā lēru.
AÆÿ$$™óþ	aitē
Ðèþ$*yæþ$ ^èþ´ë¡Ë$ AÆÿ$$™óþ ¯éMæü$ AMæüPÆóÿÏ§æþ$.	mūḍu capātīlu aitē  nāku akkarlēdu.
ÆæÿÑMìü ÆøkMæü$ ç³¨Ææÿ*´ëÄæý$Ë$ M>ÐéÍ.	raviki rōjuku padirūpāyalu kāvāli.
Æøk	rōju
ÆøkMæü$ CÆæÿÐðþO ¯éË$Væü$ Væü…rË$.	rōjuku iravai nālugu gaṁṭalu.
Væü…rMæü$ ç³¨ Ððþ$Oâæý$å.	gaṁṭaku padi maiḷḷu.
ç³¨ Ææÿ*´ëÄæý$ËMæü$ Æðÿ…yæþ$ MæüÌêË$.	padi rūpāyalaku reṁḍu kālalu.
A¨ ¯éMæü$ A¯èþÐèþçÜÆæÿ….	adi nāku anavasaraṁ.
¯éMæü$ Ðèþ$*yæþ$ ^èþ´ë¡Ìôý¯é?	nāku mūḍu capātīlēnā?
Ò$Ææÿ$	mīru
&™ø…	-tunnā/tōṁ
-&™èþ$¯é²	-tunnā/tōṁ
&™ø…	-tōṁ
&™ø…	tōṁ
-&¨	-di
&-™èþ$¯é²	tunnā
¯èþ$ ¯óþ¯èþ$ ^ðþr$t GMæü$P™èþ$¯é²¯èþ$.	nēnu ceṭṭu ekkutunnānu.
… Ðóþ$…/Ðèþ$¯èþ… ^ðþr$t GMæü$P™èþ$¯é²….	mēṁ/manaṁ ceṭṭu ekkutunnāṁ.
Ðèþ# ¯èþ$Ðèþ#Ó ^ðþr$t GMæü$P™èþ$¯é²Ðèþ#.	nuvvu ceṭṭu ekkutunnāvu.
Ææÿ$ Ò$Ææÿ$ ^ðþr$t GMæü$P™èþ$-¯é²-Ææÿ$.	mīru ceṭṭu ekkutunnāru.
yæþ$ Ðéyæþ$/A™èþ¯èþ$ ^ðþr$t GMæü$P™èþ$¯é²yæþ$.	vāḍu/atanu ceṭṭu ekkutunnāḍu.
¨ A¨/BÐðþ$ ^ðþr$t GMæü$P™ø…¨.	adi/āme ceṭtu ekkutōṁdi.
^ðþr$t GMæü$P™èþ$¯é²Ææÿ$.	āyana/āme/āvida/vāru/vāḷḷu
^ðþr$t GMæü$P™èþ$¯é²Ææÿ$.	ceṭṭu ekkutunnāru.
Æÿ$$ AÑ ^ðþr$t GMæü$P™èþ$¯é²Æÿ$$.	avi ceṭtu ekkutunnāyi.
GMæü$P	ekku
¨Væü$	digu
Fç³#	ūpu
ç³ÇVðü™èþ$¢	parigettu
Fç³#	ekku!
Ððþâæý$å	veḷḷu
ÐðþâŒý  Æ>	veḷ rā
Ðèþ‹Ü	vas
¡çÜ$Mø‹Ü	tīsukōs
™Œþ	t.
Ððþâæý$å	veḷḷu
ÐðþâŒý  Æ>	veḷ-tunnā-ḍu
Æ>	rā
¡çÜ$Mæü$Æ>	tīsukurā
Gr$	eṭu
, Ar$	aṭu
¡çÜ$Mæü$Æ>	iṭu
MøçÜ…	kōsaṁ
¯óþ¯èþ$ Vøí³ MøçÜ… Ððþâæý$¢¯é²¯èþ$.	nēnu gōpi kōsaṁ veḷtunnānu.
Ò$§æþ	mīda,  kiṁda
§æþVæüYÆæÿ	daggara
§æþVæüYÇ	daggari
&Mìü	-ki
Ò$§æþ	mīda.
Mìü…§æþ	kiṁda
§æþVæüYÆæÿ	daggara
